0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
image_all
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000023,0.001021,0.007191,0.017116,0.028158,0.036813,0.041005,0.042001,0.041449,0.040303,0.038460,0.036659,0.034685,0.032911,0.031022,0.029212,0.027475,0.025927,0.024170,0.022603,0.021318,0.019872,0.018599,0.017434,0.016367,0.015329,0.014345,0.013438,0.012606,0.011801,0.011048,0.010353,0.009756,0.009306,0.008646,0.008215,0.007762,0.007298,0.006941,0.006529,0.006243,0.005915,0.005688,0.005450,0.005185,0.004961,0.004710,0.004574,0.004381,0.004267,0.004113,0.003998,0.003847,0.003717,0.003589,0.003496,0.003394,0.003298,0.003219,0.003120,0.003028,0.002906,0.002847,0.002713,0.002673,0.002622,0.002510,0.002471,0.002435,0.002361,0.002297,0.002248,0.002166,0.002157,0.002057,0.002011,0.001965,0.001895,0.001831,0.001793,0.001751,0.001700,0.001665,0.001606,0.001596,0.001553,0.001502,0.001483,0.001406,0.001386,0.001367,0.001326,0.001269,0.001254,0.001216,0.001173,0.001129,0.001105,0.001087,0.001054,0.001001,0.001000,0.000953,0.000941,0.000904,0.000899,0.000850,0.000843,0.000817,0.000777,0.000772,0.000748,0.000719,0.000712,0.000672,0.000668,0.000653,0.000611,0.000602,0.000579,0.000563,0.000556,0.000548,0.000509,0.000508,0.000499,0.000460,0.000454,0.000436,0.000421,0.000404,0.000394,0.000391,0.000395,0.000362,0.000352,0.000335,0.000327,0.000317,0.000309,0.000297,0.000288,0.000267,0.000266,0.000261,0.000252,0.000241,0.000233,0.000227,0.000215,0.000200,0.000210,0.000191,0.000190,0.000180,0.000179,0.000168,0.000169,0.000161,0.000156,0.000153,0.000145,0.000144,0.000138,0.000130,0.000131,0.000129,0.000122,0.000120,0.000116,0.000105,0.000110,0.000097,0.000104,0.000097,0.000095,0.000094,0.000090,0.000084,0.000087,0.000079,0.000074,0.000071,0.000070,0.000075,0.000068,0.000065,0.000064,0.000058,0.000061,0.000057,0.000059,0.000051,0.000054,0.000051,0.000046,0.000046,0.000048,0.000039,0.000044,0.000043,0.000037,0.000035,0.000035,0.000035,0.000036,0.000032,0.000029,0.000030,0.000029,0.000027,0.000025,0.000023,0.000026,0.000023,0.000021,0.000021,0.000016,0.000018,0.000021,0.000018,0.000019,0.000018,0.000018,0.000016,0.000015,0.000014,0.000017,0.000013,0.000013,0.000012,0.000014,0.000011,0.000011,0.000010,0.000011,0.000009,0.000010,0.000008,0.000008,0.000007,0.000009,0.000007,0.000007,0.000006,0.000004,0.000105
each area
0
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000044,0.001932,0.012830,0.025435,0.031468,0.033547,0.033883,0.032980,0.031715,0.030349,0.028817,0.027495,0.026179,0.025018,0.023870,0.023035,0.022016,0.021235,0.020206,0.019438,0.018711,0.017766,0.017064,0.016176,0.015438,0.014844,0.014252,0.013482,0.012960,0.012400,0.011847,0.011270,0.010886,0.010492,0.009983,0.009703,0.009233,0.008860,0.008586,0.008165,0.008025,0.007599,0.007415,0.007194,0.006838,0.006606,0.006330,0.006219,0.005989,0.005877,0.005686,0.005540,0.005395,0.005185,0.005071,0.004901,0.004767,0.004675,0.004548,0.004466,0.004288,0.004102,0.004035,0.003821,0.003770,0.003663,0.003545,0.003482,0.003358,0.003302,0.003204,0.003131,0.003055,0.003026,0.002910,0.002803,0.002728,0.002608,0.002554,0.002488,0.002449,0.002362,0.002351,0.002253,0.002250,0.002167,0.002089,0.002055,0.001991,0.001920,0.001938,0.001847,0.001789,0.001751,0.001722,0.001636,0.001595,0.001550,0.001515,0.001473,0.001419,0.001425,0.001387,0.001340,0.001270,0.001282,0.001231,0.001216,0.001169,0.001147,0.001134,0.001090,0.001059,0.001030,0.000978,0.000980,0.000965,0.000928,0.000891,0.000872,0.000850,0.000837,0.000829,0.000782,0.000788,0.000781,0.000728,0.000696,0.000680,0.000678,0.000651,0.000635,0.000627,0.000639,0.000590,0.000586,0.000561,0.000551,0.000532,0.000512,0.000511,0.000484,0.000453,0.000464,0.000460,0.000464,0.000432,0.000417,0.000416,0.000387,0.000368,0.000386,0.000348,0.000352,0.000339,0.000336,0.000315,0.000314,0.000300,0.000294,0.000290,0.000274,0.000275,0.000280,0.000254,0.000257,0.000257,0.000254,0.000241,0.000241,0.000208,0.000221,0.000202,0.000213,0.000197,0.000197,0.000203,0.000191,0.000170,0.000186,0.000167,0.000160,0.000154,0.000157,0.000169,0.000145,0.000143,0.000141,0.000127,0.000128,0.000120,0.000133,0.000112,0.000115,0.000116,0.000100,0.000102,0.000110,0.000085,0.000098,0.000102,0.000085,0.000081,0.000081,0.000078,0.000081,0.000074,0.000070,0.000069,0.000068,0.000063,0.000059,0.000051,0.000060,0.000054,0.000049,0.000047,0.000040,0.000042,0.000048,0.000042,0.000044,0.000044,0.000039,0.000037,0.000036,0.000033,0.000038,0.000031,0.000030,0.000027,0.000033,0.000025,0.000025,0.000024,0.000024,0.000020,0.000022,0.000018,0.000017,0.000014,0.000019,0.000013,0.000014,0.000011,0.000007,0.000115
1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000013,0.000561,0.004341,0.012911,0.026485,0.038465,0.044605,0.046561,0.046369,0.045334,0.043335,0.041291,0.038985,0.036900,0.034637,0.032334,0.030234,0.028298,0.026173,0.024202,0.022635,0.020937,0.019374,0.018070,0.016836,0.015574,0.014391,0.013415,0.012427,0.011499,0.010644,0.009890,0.009184,0.008706,0.007970,0.007462,0.007019,0.006509,0.006109,0.005702,0.005342,0.005065,0.004815,0.004568,0.004349,0.004130,0.003890,0.003742,0.003568,0.003452,0.003317,0.003219,0.003064,0.002974,0.002840,0.002785,0.002700,0.002603,0.002547,0.002440,0.002391,0.002302,0.002247,0.002153,0.002118,0.002096,0.001986,0.001961,0.001969,0.001886,0.001838,0.001802,0.001717,0.001718,0.001626,0.001610,0.001579,0.001534,0.001465,0.001441,0.001397,0.001365,0.001318,0.001279,0.001266,0.001243,0.001205,0.001193,0.001111,0.001116,0.001078,0.001063,0.001006,0.001002,0.000960,0.000939,0.000893,0.000879,0.000871,0.000842,0.000790,0.000785,0.000733,0.000740,0.000719,0.000705,0.000658,0.000654,0.000640,0.000589,0.000589,0.000574,0.000548,0.000551,0.000518,0.000510,0.000495,0.000451,0.000456,0.000431,0.000418,0.000414,0.000406,0.000371,0.000367,0.000357,0.000324,0.000332,0.000312,0.000291,0.000280,0.000272,0.000272,0.000272,0.000246,0.000234,0.000220,0.000214,0.000208,0.000206,0.000189,0.000189,0.000173,0.000166,0.000160,0.000145,0.000145,0.000140,0.000131,0.000128,0.000115,0.000121,0.000112,0.000109,0.000100,0.000099,0.000094,0.000096,0.000092,0.000087,0.000083,0.000080,0.000079,0.000067,0.000067,0.000067,0.000064,0.000056,0.000058,0.000053,0.000053,0.000055,0.000044,0.000048,0.000047,0.000044,0.000039,0.000039,0.000041,0.000037,0.000035,0.000031,0.000030,0.000027,0.000027,0.000030,0.000025,0.000024,0.000024,0.000028,0.000025,0.000021,0.000020,0.000023,0.000019,0.000019,0.000018,0.000017,0.000015,0.000016,0.000013,0.000013,0.000012,0.000012,0.000013,0.000013,0.000011,0.000008,0.000009,0.000010,0.000009,0.000008,0.000009,0.000009,0.000007,0.000008,0.000007,0.000004,0.000006,0.000007,0.000006,0.000007,0.000004,0.000007,0.000005,0.000005,0.000004,0.000006,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000003,0.000005,0.000004,0.000004,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000099
each area and edge
0
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000326,0.002960,0.008042,0.012793,0.017415,0.021660,0.025322,0.028405,0.030554,0.031617,0.032106,0.031990,0.031641,0.030785,0.029728,0.028572,0.027569,0.026220,0.024806,0.023690,0.022410,0.021155,0.020063,0.018945,0.017838,0.016741,0.015756,0.014781,0.013898,0.013020,0.012226,0.011592,0.011047,0.010301,0.009721,0.009220,0.008688,0.008279,0.007836,0.007456,0.007084,0.006834,0.006592,0.006287,0.006057,0.005750,0.005632,0.005431,0.005316,0.005156,0.005071,0.004917,0.004767,0.004632,0.004564,0.004465,0.004353,0.004271,0.004166,0.004091,0.003953,0.003903,0.003734,0.003704,0.003648,0.003514,0.003479,0.003452,0.003387,0.003283,0.003235,0.003143,0.003131,0.003012,0.002939,0.002897,0.002792,0.002724,0.002663,0.002609,0.002545,0.002504,0.002427,0.002416,0.002365,0.002278,0.002265,0.002150,0.002119,0.002096,0.002037,0.001956,0.001936,0.001879,0.001814,0.001748,0.001714,0.001694,0.001643,0.001565,0.001568,0.001492,0.001467,0.001422,0.001413,0.001339,0.001330,0.001285,0.001224,0.001217,0.001178,0.001134,0.001130,0.001063,0.001053,0.001032,0.000970,0.000960,0.000920,0.000897,0.000882,0.000871,0.000813,0.000808,0.000791,0.000732,0.000724,0.000699,0.000672,0.000644,0.000630,0.000623,0.000633,0.000579,0.000563,0.000532,0.000521,0.000508,0.000497,0.000474,0.000461,0.000426,0.000429,0.000417,0.000406,0.000386,0.000375,0.000365,0.000345,0.000323,0.000338,0.000307,0.000304,0.000289,0.000288,0.000273,0.000272,0.000261,0.000252,0.000246,0.000233,0.000231,0.000224,0.000211,0.000212,0.000208,0.000198,0.000193,0.000189,0.000170,0.000178,0.000158,0.000169,0.000157,0.000154,0.000153,0.000147,0.000137,0.000141,0.000129,0.000121,0.000116,0.000115,0.000121,0.000112,0.000105,0.000104,0.000096,0.000100,0.000093,0.000096,0.000083,0.000088,0.000084,0.000076,0.000076,0.000079,0.000064,0.000072,0.000070,0.000060,0.000058,0.000057,0.000057,0.000059,0.000053,0.000048,0.000048,0.000048,0.000045,0.000041,0.000038,0.000043,0.000038,0.000035,0.000034,0.000027,0.000029,0.000034,0.000030,0.000031,0.000029,0.000029,0.000026,0.000025,0.000022,0.000028,0.000022,0.000021,0.000020,0.000023,0.000018,0.000018,0.000017,0.000018,0.000015,0.000017,0.000013,0.000013,0.000011,0.000014,0.000011,0.000011,0.000009,0.000007,0.000168
1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000050,0.002103,0.013769,0.031224,0.052047,0.066973,0.071083,0.067933,0.061728,0.055460,0.049099,0.043737,0.038874,0.034885,0.031391,0.028410,0.025769,0.023374,0.020982,0.019177,0.017629,0.015927,0.014624,0.013348,0.012358,0.011427,0.010620,0.009833,0.009226,0.008541,0.007983,0.007441,0.006901,0.006598,0.006072,0.005872,0.005496,0.005137,0.004859,0.004496,0.004356,0.004098,0.003905,0.003674,0.003471,0.003258,0.003092,0.002929,0.002749,0.002635,0.002491,0.002331,0.002183,0.002084,0.001968,0.001836,0.001730,0.001659,0.001583,0.001495,0.001375,0.001278,0.001205,0.001125,0.001070,0.001028,0.000947,0.000905,0.000855,0.000767,0.000763,0.000715,0.000648,0.000642,0.000573,0.000567,0.000516,0.000499,0.000442,0.000440,0.000415,0.000386,0.000361,0.000331,0.000322,0.000291,0.000295,0.000266,0.000250,0.000246,0.000233,0.000221,0.000201,0.000193,0.000185,0.000177,0.000166,0.000158,0.000144,0.000138,0.000124,0.000117,0.000114,0.000123,0.000099,0.000100,0.000090,0.000086,0.000090,0.000081,0.000080,0.000079,0.000075,0.000062,0.000064,0.000068,0.000062,0.000054,0.000047,0.000048,0.000045,0.000048,0.000045,0.000037,0.000042,0.000046,0.000036,0.000035,0.000026,0.000031,0.000032,0.000027,0.000030,0.000026,0.000024,0.000025,0.000027,0.000026,0.000021,0.000017,0.000022,0.000019,0.000020,0.000014,0.000017,0.000013,0.000017,0.000012,0.000012,0.000013,0.000009,0.000010,0.000010,0.000013,0.000010,0.000009,0.000005,0.000010,0.000006,0.000007,0.000007,0.000008,0.000010,0.000005,0.000003,0.000004,0.000006,0.000005,0.000005,0.000004,0.000003,0.000005,0.000003,0.000002,0.000004,0.000004,0.000001,0.000002,0.000002,0.000002,0.000002,0.000001,0.000002,0.000002,0.000003,0.000001,0.000001,0.000001,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006
